V_BZNO|BASDT1|PERS1|BASDT2|PERS2|BASDT3|PERS3|BASDT4|PERS4|BASDT5|PERS5|BASDT6|PERS6|BASDT7|PERS7|BASDT8|PERS8|BASDT9|PERS9|BASDT10|PERS10|BASDT11|PERS11|
가상_사업자번호|기준일자1|종업원수1|기준일자2|종업원수2|기준일자3|종업원수3|기준일자4|종업원수4|기준일자5|종업원수5|기준일자6|종업원수6|기준일자7|종업원수7|기준일자8|종업원수8|기준일자9|종업원수9|기준일자10|종업원수10|기준일자11|종업원수11|
1000000458|20221231|81|20231231|79|20240215|85|20241231|89|20250212|87|20260219|90|||||||||||
1000010851|20241231|199|20250721|178|||||||||||||||||||
1000021427|20210228|22|||||||||||||||||||||
1000018557|20210623|23|20211231|12|20220616|11|20221231|11|20230613|19|20231231|13|20240601|19|20241231|14|20250601|14|||||
1000016203|20221231|3|20230509|4|20230511|3|20241231|2|20250514|2|20251231|2|20260415|2|||||||||
1000014766|20241231|56|20250331|56|||||||||||||||||||
1000002828|20211231|103|20220430|100|20221231|84|20230331|81|20231231|89|20240331|90|20241231|74|20250328|81|20251231|82|20260406|85|||
1000001354|20211231|183|20220426|182|20221231|183|20230426|187|20231231|189|20240426|184|20241231|187|20250428|197|20251231|184|20260415|194|||
1000002735|20210419|13|||||||||||||||||||||
1000002644|20210903|2|20211231|2|20221114|2|||||||||||||||||
1000002840|20221231|7|20230504|7|||||||||||||||||||
1000023847|20210430|78|20211231|78|20220418|78|20231231|83|20240813|82|20241231|79|20250430|83|||||||||
1000013193|20251231|22|20260409|24|||||||||||||||||||
1000002749|20210125|19|||||||||||||||||||||
1000012632|20210406|12|20211231|12|20220420|13|20221231|12|20230418|13|20231231|12|20240416|13|20241231|12|20250408|13|20260406|12|||
1000012738|20241231|32|20250414|32|20251231|31|20260408|34|||||||||||||||
1000017426|20210413|13|20211231|13|20221231|39|20231231|21|20240319|22|20241231|21|20250318|23|20251231|21|20260324|21|||||
1000002949|20211231|15|20220405|15|20241231|15|20250401|14|20251231|13|20260317|13|||||||||||
1000015502|20210412|24|20211231|22|20220408|20|20221231|20|20230410|20|20231231|19|20240411|19|20241231|17|20250404|20|20251231|20|20260414|23|
1000010989|20210406|36|20211231|35|20220407|31|20221231|27|20231231|27|20240826|27|20241231|41|20250331|47|20251231|57|20260403|62|||
1000003326|20211231|29|20220325|31|20221231|31|20230315|31|20241231|21|20250529|18|||||||||||
1000022260|20251231|30|20260422|29|||||||||||||||||||
1000008996|20210430|81|20211231|74|20220430|62|20221231|35|20230430|41|20231231|38|20240430|34|||||||||
1000022135|20211231|38|20220418|41|20221231|37|20230324|40|20231231|49|20240624|41|20241231|60|20250618|64|||||||
1000003361|20210407|18|20211231|17|20220404|16|20221231|16|20230405|16|20231231|15|20240408|14|20241231|14|20250418|14|20251121|14|20251231|14|
1000003147|20211231|45|20220520|49|20221231|49|20230531|78|20231231|79|20240229|78|20240429|81|20241231|85|20250421|85|20251231|90|20260421|89|
1000019872|20211231|16|20230131|17|||||||||||||||||||
1000003193|20231231|36|20240311|36|20251231|41|20260227|41|||||||||||||||
1000003025|20210512|17|20211231|15|20220511|19|20221231|18|20231231|13|20240412|14|20241231|13|20250331|13|||||||
1000003442|20211231|516|20220525|338|20221231|395|20230525|320|20231231|313|20240426|333|20241231|423|20250331|433|20251231|400|20260331|414|||
1000002890|20221231|20|20230430|19|||||||||||||||||||
1000003463|20211231|18|20221228|22|||||||||||||||||||
1000002821|20210331|79|20211231|80|20220331|82|20221231|68|20230331|63|20231231|63|20241231|69|20250430|69|||||||
1000007637|20210405|131|20211231|120|20220502|139|20231231|175|20240509|179|20241231|201|20250331|207|||||||||
1000003264|20211231|195|20220630|204|20241231|185|20251219|185|||||||||||||||
1000006313|20210331|36|20210420|31|20220517|36|||||||||||||||||
1000012790|20241231|4|20250407|4|20251231|4|20260330|4|||||||||||||||
1000009175|20211231|36|||||||||||||||||||||
1000018653|20231231|63|20240502|64|||||||||||||||||||
1000011731|20210331|103|20211231|94|20220331|90|||||||||||||||||
1000006354|20251231|39|20260331|39|||||||||||||||||||
1000003436|20241231|990|||||||||||||||||||||
1000003081|20210401|149|20211231|163|20220502|161|20221231|152|20230417|152|||||||||||||
1000003307|20210331|94|20211231|98|20220331|91|20221231|77|20230331|83|20231231|72|20240331|79|20241231|73|20250131|77|20250331|72|||
1000002911|20211231|591|20220427|578|20230331|568|20231231|713|20240422|701|20241231|747|20250408|773|20250425|773|20251231|676|20260407|714|||
1000003176|20220520|57|20221231|53|20230417|55|20231231|52|20240521|50|20241231|52|20250407|50|20250925|38|20251231|38|20260414|37|||
1000003119|20211231|137|20221231|138|20230412|121|||||||||||||||||
1000019018|20241231|65|20250418|65|20251231|84|||||||||||||||||
1000020465|20210615|31|20211231|33|20220603|33|20221231|35|20230607|35|20231231|35|20240619|37|20241231|35|20250730|33|||||
1000019365|20220415|128|20230413|174|20231231|73|20240424|126|20240829|70|20241231|70|20250526|71|20250925|79|||||||
1000003215|20210225|19|||||||||||||||||||||
1000009681|20210531|21|20211231|21|20221220|11|||||||||||||||||
1000009989|20211231|150|20220614|160|20221231|164|20230613|166|20231231|157|20240614|154|20241231|157|20250610|168|||||||
1000003174|20210625|18|||||||||||||||||||||
1000011683|20210617|7|||||||||||||||||||||
1000022278|20210518|46|20211231|43|20220411|39|20221231|36|20230420|35|20231231|31|20240418|31|20241231|29|20250415|29|20251231|29|20260413|31|
1000016207|20210331|214|20211231|229|20220331|228|20221231|225|20230327|227|20231231|235|20240411|241|20241231|258|20250409|254|20251231|254|20260410|249|
1000003633|20211122|39|20211231|39|20220430|42|20221231|48|20230531|48|20231231|48|20240531|48|||||||||
1000019888|20210225|27|20211231|26|20221231|26|20241231|23|20250520|13|20251231|13|20260507|3|||||||||
1000019069|20210525|11|20211231|30|20220517|30|20220531|30|20231231|18|20240520|17|||||||||||
1000019880|20220222|48|20221231|48|20230519|48|20231231|36|20240411|38|20241231|38|20250423|36|||||||||
1000003584|20210405|40|20211231|42|20220413|42|20221231|42|20230331|56|20241231|60|20250409|59|20251231|59|20260331|58|||||
1000007221|20211231|126|20221231|150|20231231|166|20241231|158|20250418|159|20251231|148|20260421|117|||||||||
1000019074|20241231|85|20250515|85|||||||||||||||||||
1000003391|20210228|1085|||||||||||||||||||||
1000011110|20221231|16|20231231|16|||||||||||||||||||
1000020501|20241231|43|20251231|43|20260428|45|||||||||||||||||
1000003352|20231231|58|||||||||||||||||||||
1000003420|20211231|51|20220331|50|20221231|59|20230331|55|20231231|50|20240331|56|20241231|59|20250331|57|20251231|60|20260331|57|||
1000023843|20210331|25|20211231|27|20220401|27|20221231|30|20230417|30|20231231|36|20240417|36|20241231|38|20250411|40|20251231|38|20260409|42|
1000014787|20221231|44|20230823|44|20241231|44|20250422|44|||||||||||||||
1000003010|20211231|234|20220131|245|20221214|195|20221231|214|20230630|196|20231231|181|20240630|188|20241121|150|||||||
1000003641|20210412|100|20211231|98|20220328|101|20220329|101|20221231|103|20231231|107|20240331|106|20241231|98|20250331|102|20251231|92|20260331|9|
1000024110|20211231|21|20220620|21|20221231|19|20230531|16|||||||||||||||
1000021740|20221231|11|20240325|12|||||||||||||||||||
1000003511|20210331|156|20211231|143|20220331|156|20221231|148|20230228|161|20231231|151|20240327|152|20241231|141|20250331|150|20251231|141|20260331|149|
1000001569|20241231|13|20250522|16|||||||||||||||||||
1000024147|20210430|46|20211231|52|20220430|54|20221231|47|20230430|50|||||||||||||
1000009386|20211020|10|20221231|9|20231011|17|20231231|17|20240419|18|||||||||||||
1000023631|20221027|36|||||||||||||||||||||
1000016400|20210201|68|20221231|70|20230209|72|20231031|84|20240215|82|20241031|83|20251117|79|||||||||
1000017679|20251231|10|20260414|10|||||||||||||||||||
1000003465|20241231|59|20250623|64|||||||||||||||||||
1000023581|20211231|53|20220630|49|20221231|53|20231120|51|||||||||||||||
1000016214|20211231|33|20220228|29|20231231|23|20240630|24|||||||||||||||
1000011733|20210510|27|20211231|27|20220510|28|||||||||||||||||
1000012393|20210506|698|||||||||||||||||||||
1000008551|20220412|2090|20230424|2183|20240401|2158|20250410|2158|||||||||||||||
1000008550|20210426|1152|20211231|1388|20220331|1387|20221231|1358|20230407|1365|20231231|1340|20250401|1386|20260320|1347|||||||
1000003920|20211231|21|20230217|21|||||||||||||||||||
1000016224|20210222|194|20211231|194|20220221|196|20220303|200|20221231|200|20230620|195|||||||||||
1000014143|20221231|7|20240216|7|||||||||||||||||||
1000003347|20210331|3845|20231231|4959|20240531|4964|20241231|4320|20250930|5096|||||||||||||
1000003085|20251231|12|20260316|12|||||||||||||||||||
1000014829|20210330|41|||||||||||||||||||||
1000009673|20231231|50|20240424|50|20241231|58|20250508|57|||||||||||||||
1000003236|20210331|145|20231231|162|20240425|162|20241231|163|20250325|170|20251231|182|20260414|183|||||||||
1000020508|20211231|26|20221220|26|||||||||||||||||||
1000009662|20211231|75|20220426|76|||||||||||||||||||
1000015520|20210402|44|20211231|44|20220328|52|20221231|45|20231231|45|20240328|47|20250328|55|20251231|21|20260330|55|||||
1000011810|20251231|40|20260427|37|||||||||||||||||||
1000017450|20210623|30|20211231|28|20221231|28|20230316|27|20231026|28|20231231|26|20240613|24|20241231|29|20250619|28|||||
1000003332|20211231|16|20220525|14|20221231|14|20231231|12|20240626|12|20241231|12|20250531|11|||||||||
1000003070|20210104|14|20221231|16|20230331|18|||||||||||||||||
1000019850|20210304|41|20221231|41|20230726|38|20231231|37|20240711|38|20241231|36|20250616|35|||||||||
1000010166|20220410|8|20221231|9|20230406|8|||||||||||||||||
1000003008|20210112|10|20211231|10|20220826|10|||||||||||||||||
1000009417|20210531|43|20211231|43|20220518|43|20221231|44|20230524|43|20231231|46|20240712|47|20241231|45|20250422|45|||||
1000003333|20210429|16|20211231|15|20220502|15|20221231|16|20230427|16|20231231|16|20240509|16|20241231|16|20250502|17|20251231|16|20260506|16|
1000010267|20251231|61|20260504|68|||||||||||||||||||
1000023984|20210526|16|||||||||||||||||||||
1000014832|20210426|14|20211231|14|20220405|14|20221231|14|20231231|14|20240327|14|20241231|16|20250327|16|20251231|16|20260326|16|||
1000002999|20241231|87|20250428|87|||||||||||||||||||
1000002977|20241231|8|20250717|7|||||||||||||||||||
1000003479|20210423|7|||||||||||||||||||||
1000016063|20231231|52|20240531|53|20241231|50|20250331|50|20251231|49|20260422|49|||||||||||
1000015937|20210422|230|20251231|211|20260424|223|||||||||||||||||
1000003165|20210407|22|20211231|21|20220415|21|||||||||||||||||
1000015905|20210202|8|20211231|10|20221231|6|20230103|6|20231215|10|20231231|5|20241125|5|20241231|5|20251208|4|||||
1000013622|20210331|96|20211231|80|20220331|80|20221231|87|20230331|86|20231231|84|20241231|83|20250430|81|||||||
1000002947|20211221|9|20211231|9|20221216|9|20221231|9|20231218|9|||||||||||||
1000014591|20211230|23|20220524|23|20221231|23|20230531|23|20231231|22|20240603|22|20250619|18|||||||||
1000003707|20210511|1488|20211231|1492|20220525|1561|20221231|1536|20230430|1732|20231231|1746|20240430|1762|20241231|1867|20250430|1846|||||
1000008038|20211231|252|20220531|253|20230323|257|20230609|257|||||||||||||||
1000019110|20210611|23|20221231|23|20230510|21|20231231|21|20240516|23|20241231|23|20250510|21|||||||||
1000008537|20211231|8|20220518|17|||||||||||||||||||
1000003055|20211231|7|20220214|7|20221231|17|20230330|17|20231231|17|20240429|17|20241231|30|20250528|30|20251231|30|20260210|29|20260430|29|
1000005947|20210204|36|20211231|49|20220331|49|20231231|55|20240701|53|20241231|56|20250417|50|20251231|54|20260408|52|||||
1000024111|20241231|19|20250228|18|20251231|21|20260324|20|||||||||||||||
1000020350|20210331|126|20211231|125|20220425|131|20221231|125|20230427|131|20231231|133|20240422|133|20241231|173|20250422|175|20251231|194|20260413|206|
1000003185|20211231|6|20230313|5|||||||||||||||||||
1000014888|20231231|23|20240415|20|20241231|19|20250411|18|20260408|19|||||||||||||
1000023856|20211231|35|20221220|13|||||||||||||||||||
1000003738|20211231|288|20220228|288|20221231|320|20230607|339|20231231|366|20240531|400|20241231|398|20250531|399|||||||
1000012830|20221231|82|20230522|85|20241231|82|20250516|85|||||||||||||||
1000003388|20211231|56|20220430|60|||||||||||||||||||
1000003441|20251231|6|20260115|6|||||||||||||||||||
1000003590|20210405|9|||||||||||||||||||||
1000021597|20210422|23|20211231|23|20220422|27|20221231|25|20230425|27|20231231|27|20240527|22|20241231|22|20250512|21|||||
1000022578|20221231|14|20230428|14|||||||||||||||||||
1000019596|20211231|12|20221231|12|20231231|12|20240502|12|20241231|12|20250411|14|20251231|11|20260429|12|||||||
1000003086|20211231|25|||||||||||||||||||||
1000018529|20231231|22|20240524|22|20241231|13|20250520|13|||||||||||||||
1000005667|20210427|17|20211231|18|20220511|19|20221231|19|20230511|14|20231231|19|20240514|12|||||||||
1000008179|20210531|56|20211231|58|20220617|49|20221231|44|20230617|47|20231231|47|20240623|46|20241231|46|20250620|47|||||
1000016758|20221231|21|20230616|23|20231231|22|20240614|23|20241231|23|20250613|29|||||||||||
1000018942|20211231|20|20220616|27|20231231|17|20240509|18|20241231|16|20250512|17|20251231|21|20260406|20|||||||
1000019557|20211231|8|20220430|8|||||||||||||||||||
1000003082|20211231|17|20220101|18|20231231|25|20240213|25|20240725|30|||||||||||||
1000003092|20210514|10|20211231|10|20220413|10|||||||||||||||||
1000003370|20231231|7|20241210|8|||||||||||||||||||
1000006305|20251231|17|20260209|17|||||||||||||||||||
1000009423|20241231|248|20250331|266|20251231|413|20260410|394|||||||||||||||
1000010954|20210419|8|20211231|10|20220510|10|20220524|11|20221231|11|20231231|9|20240508|11|||||||||
1000010973|20210508|5|20211231|6|20220508|6|20221231|6|20230519|6|||||||||||||
1000011729|20210430|31|20211231|29|20220530|28|20221231|30|20230531|34|20231231|34|20240712|34|||||||||
1000011968|20210621|12|||||||||||||||||||||
1000014032|20211220|7|||||||||||||||||||||
1000014788|20210420|8|20211231|8|20220408|8|20221231|7|20230419|7|20231231|6|20240530|6|20241231|5|20250528|5|||||
1000018649|20251231|41|20260417|45|||||||||||||||||||
1000022267|20210630|29|||||||||||||||||||||
1000022456|20211231|26|20221231|33|20231231|33|20240617|33|20241231|31|20250611|31|||||||||||
1000022546|20210402|89|20211231|81|20220427|77|20221231|87|20230417|80|20231231|82|20240402|81|20240805|88|20241231|61|20250403|61|20251231|104|
1000014813|20241231|66|20250411|65|20251231|68|20260417|69|||||||||||||||
1000016682|20211231|9|20220407|8|20231231|5|20240104|8|||||||||||||||
1000020440|20221231|55|20230525|63|||||||||||||||||||
1000002881|20210527|15|20221231|15|20230509|15|20231231|15|20240429|18|20240930|17|20241231|17|20250527|17|20251231|17|20260430|17|||
1000017529|20210422|37|20241231|29|20250516|29|||||||||||||||||
1000009203|20211231|1115|20221024|1172|20260331|1199|||||||||||||||||
1000015529|20210531|22|20211231|24|20220531|22|||||||||||||||||
1000022266|20210809|23|||||||||||||||||||||
1000003637|20210531|40|20211231|40|20220511|44|20221231|44|20230424|46|20231231|47|20240416|44|20241231|35|20250410|31|20251231|35|20260420|32|
1000003322|20210617|129|20211231|120|20220301|117|20221231|120|20230404|113|20231231|113|20240404|125|20241231|106|20250328|105|20251231|106|20260401|110|
1000012796|20221231|111|20230531|112|20231231|124|20240326|126|20241231|125|20250326|112|||||||||||
1000019838|20211231|19|20220407|19|20221231|22|20230407|22|||||||||||||||
1000024003|20210208|12|20211231|13|20220530|12|20221231|12|20230524|13|20231231|12|20240614|14|20241231|12|20250528|16|20251231|16|20260331|16|
1000014904|20241231|8|20250304|7|||||||||||||||||||
1000003656|20211231|19|20220420|20|20221231|21|20230421|21|20231231|24|20241231|18|20250430|17|20251231|18|20260413|20|||||
1000020479|20210525|9|20210615|11|20211231|9|20221231|9|20231231|11|20240513|11|20241231|17|20250610|17|||||||
1000003544|20211231|17|20220118|14|||||||||||||||||||
1000009674|20221231|33|20230425|39|20231231|40|20240619|34|||||||||||||||
1000008017|20211231|20|20220531|23|20230414|18|20241231|21|20250609|21|||||||||||||
1000014264|20211231|40|20220331|45|||||||||||||||||||
1000007684|20231231|47|20240531|48|||||||||||||||||||
1000020551|20210731|30|||||||||||||||||||||
1000017602|20211231|10|20220404|6|20221231|6|20230329|6|||||||||||||||
1000026092|20210608|13|20211231|12|20220613|12|20221231|11|20230612|9|20231231|9|20240612|6|20241231|5|20250609|7|||||
1000003797|20211231|56|20221231|54|||||||||||||||||||
1000006915|20211231|105|20220430|107|20221231|130|20230411|153|20231231|311|20240514|315|20241231|318|20250402|353|20251231|339|20260417|340|||
1000020413|20210518|95|20211231|96|20220502|98|20221231|98|20230515|101|20231231|105|20240503|104|20241231|105|20250428|107|||||
1000003397|20231231|524|20240507|540|20241231|523|20250513|539|||||||||||||||
1000003205|20210402|44|20211231|34|20220331|40|20221231|32|20230531|37|20231231|41|20240412|36|20241231|34|20250331|35|20251231|36|20260409|37|
1000014263|20210331|143|20211231|123|20220331|115|20221231|146|20230331|155|20231231|122|20240331|126|20241231|139|20250409|144|20251231|165|20260406|160|
1000008032|20251231|54|20260406|53|||||||||||||||||||
1000022498|20251231|20|20260420|20|||||||||||||||||||
1000002830|20210331|47|20211231|50|20220331|48|20221231|50|20230414|49|20231231|52|20240415|50|||||||||
1000012797|20211231|20|20220527|20|20221231|22|20230522|24|20231231|30|20240503|30|20241231|33|||||||||
1000010875|20210614|16|20211231|17|20220531|17|20221231|19|20230531|20|20231231|19|20240611|18|20241231|18|20250605|18|||||
1000024264|20221231|33|20231231|36|20241231|41|||||||||||||||||
1000003018|20210406|39|20211231|37|20220330|41|20221231|46|20230328|45|20231231|47|20240331|45|20241231|43|20250424|47|20251231|45|20260326|45|
1000003252|20210430|39|20211231|44|20220430|43|20221231|43|20230331|42|20231231|44|20240331|44|20251231|34|20260331|34|||||
1000003523|20211231|41|20220418|43|20221231|42|20231231|20|20240416|21|||||||||||||
1000010196|20231231|38|20240627|36|||||||||||||||||||
1000003529|20210427|6|20220415|5|20241231|5|20250820|6|||||||||||||||
1000008008|20211231|9|20230310|10|20231231|10|20240614|11|20241231|11|20250512|11|||||||||||
1000010273|20210415|46|20210518|47|20211231|49|20221231|50|20231231|55|20240802|57|20241231|57|20250531|61|||||||
1000003815|20210622|8|20211231|8|20220617|8|20221231|9|20230622|9|20231231|9|20240620|8|20241231|8|20250620|8|20251231|8|20260415|8|
1000006358|20211231|34|20220316|31|20221231|33|20230331|31|20240329|35|20241231|34|20250401|34|20251231|41|20260319|41|||||
1000023619|20210513|15|20241231|35|20250408|34|||||||||||||||||
1000010274|20221231|17|20230328|16|||||||||||||||||||
1000003560|20220721|11|||||||||||||||||||||
1000012840|20210507|149|20211231|137|20220531|172|20221231|178|20230117|179|20230614|172|20231117|174|20231231|178|20240619|171|20241231|141|20250616|127|
1000024152|20210331|54|20211231|52|20220418|52|20230413|49|20231231|51|20240419|52|20241231|55|20250424|55|20251231|55|20260408|56|||
1000010986|20211231|6|20220628|7|20230626|7|20231231|7|20240701|7|20241231|7|20250616|7|||||||||
1000006891|20210407|6|20241231|2|20250512|2|||||||||||||||||
1000007921|20210129|57|20210131|57|20220131|52|||||||||||||||||
1000023858|20210401|67|20211231|64|20220405|63|20221231|60|20230404|59|20231231|55|20240415|57|20241231|27|20250515|28|20251231|28|20260406|25|
1000020562|20210423|22|20211231|21|20220413|22|20221231|28|20231231|42|20240412|42|20241231|37|20250407|37|20251231|39|20260323|39|||
1000022934|20210510|12|20211231|12|20220501|12|||||||||||||||||
1000016219|20210506|80|||||||||||||||||||||
1000009200|20210331|49|20211231|43|20220331|46|20221231|49|20230331|48|20231231|55|20240331|52|20241218|59|20241231|57|20250319|56|||
1000019865|20241231|68|20250421|71|20251231|73|20260506|73|||||||||||||||
1000010200|20221231|31|20231124|32|||||||||||||||||||
1000003425|20221231|42|20230526|46|20240126|46|20251231|57|20260414|57|||||||||||||
1000023607|20241231|57|20251218|63|||||||||||||||||||
1000015750|20210318|14|20210323|14|20211231|17|20220331|18|20221231|17|20230331|22|20231231|17|20240328|17|20240807|20|20241231|20|20250320|18|
1000018663|20210401|8|20211231|8|20220407|7|20221231|9|20230407|10|20231231|10|20240402|9|20241231|9|20250409|10|20250826|9|20251231|9|
1000003745|20220405|45|||||||||||||||||||||
1000023993|20210409|10|20211231|10|20220411|10|20221231|10|20230411|10|20231231|10|20241231|7|20250422|7|20251231|7|20260424|8|||
1000019147|20210408|11|20220406|15|20221231|16|20230413|15|20231231|16|20240430|16|20241231|16|20250423|15|||||||
1000010428|20211231|10|20221231|10|20231231|11|20240430|10|20241231|10|20250331|9|20251231|10|20260506|10|||||||
1000008817|20210517|16|20211231|14|20220427|14|20221231|14|20230504|13|20231231|12|20240426|12|20241231|10|20250509|10|20251231|10|20260507|10|
1000017563|20210305|17|20210325|17|20210624|13|20211231|14|20220614|14|20221231|15|20230612|18|20231231|17|20241231|20|20250609|19|||
1000007696|20241231|13|20250722|15|||||||||||||||||||
1000019900|20221231|16|20230524|16|20231231|16|20240503|15|20251231|13|20260430|13|||||||||||
1000006414|20221231|43|20231231|43|20241231|43|||||||||||||||||
1000011741|20211231|23|20220331|22|||||||||||||||||||
1000022273|20210611|46|||||||||||||||||||||
1000019912|20210520|19|20211231|17|20220714|16|20221231|17|20230622|16|||||||||||||
1000011923|20241231|4|20250526|4|||||||||||||||||||
1000008065|20241231|19|20250507|18|||||||||||||||||||
1000011738|20210131|48|20211231|46|20220328|46|20221231|49|20230322|50|20231231|61|20240329|48|20241231|48|20250325|50|20250922|45|20251231|42|
1000012825|20210617|4|||||||||||||||||||||
1000024116|20210614|15|20220620|15|||||||||||||||||||
1000018571|20210524|16|20211231|16|20220606|21|20221231|20|20230614|23|20231231|24|20240613|21|20241231|18|20250618|21|||||
1000023625|20210331|9|20221231|11|20230630|12|||||||||||||||||
1000015513|20230119|40|20251231|46|20260403|46|||||||||||||||||
1000017551|20210331|86|20221231|93|20230330|96|20231231|83|20240326|61|20241231|68|20250326|55|||||||||
1000003364|20211231|13|20220425|17|20220509|25|20221231|27|20231231|25|20240905|27|20241231|30|20250411|33|20251231|34|20260406|35|||
1000002842|20241231|17|20250324|17|||||||||||||||||||
1000008552|20221231|24|20231231|25|20240223|27|20240530|29|20241231|26|20250331|26|20251231|26|20260403|26|||||||
1000024150|20211231|3|20220411|3|||||||||||||||||||
1000019746|20210302|17|20211231|18|20220302|16|||||||||||||||||
1000009577|20241231|39|20250528|44|||||||||||||||||||
1000022387|20210401|14|20211231|14|||||||||||||||||||
1000019447|20210304|13|||||||||||||||||||||
1000003826|20210331|325|20211231|331|20221231|329|||||||||||||||||
1000008542|20241231|38|20250422|35|20251231|36|20260430|38|||||||||||||||
1000010716|20210401|17|20211231|18|20220401|17|20221231|20|20230705|20|20240624|20|20241231|20|20250624|20|||||||
1000015377|20241231|326|20250624|338|||||||||||||||||||
1000003935|20210301|289|20220301|299|20221231|336|20240321|354|20250310|334|||||||||||||
1000017618|20210531|29|20211231|29|20220531|32|20221231|33|20230622|36|20231231|38|20240523|39|20241231|40|20250615|38|||||
1000002929|20210331|20|20211231|16|20220412|16|||||||||||||||||
1000008228|20231231|201|20240729|217|20241231|232|20250430|229|||||||||||||||
1000002976|20210625|24|||||||||||||||||||||
1000023863|20221231|81|20231010|91|||||||||||||||||||
1000003050|20210112|14|20251231|14|20260427|14|||||||||||||||||
1000015756|20210610|22|20211231|24|20220531|24|20221231|22|20230531|18|20231231|23|20240531|26|20241231|18|20250531|17|||||
1000024486|20210428|9|20221231|11|20230411|11|20231231|18|20240417|17|20241231|17|20250415|17|||||||||
1000003672|20231231|121|20240311|121|||||||||||||||||||
1000010417|20241231|11|20250724|11|||||||||||||||||||
1000003570|20221231|32|20230512|33|20231231|28|20240524|28|20241231|28|20250520|25|||||||||||
1000019356|20210419|25|20221231|20|20230418|19|20231231|21|20240418|21|20241231|21|20250424|21|20260424|21|||||||
1000003408|20211231|18|20220405|19|20221231|18|20231231|15|20241231|14|20250402|17|||||||||||
1000020488|20221231|30|20230331|31|20231231|30|20240331|31|||||||||||||||
1000012841|20210406|66|||||||||||||||||||||
1000020487|20211231|2|20220412|2|||||||||||||||||||
1000014916|20210513|102|20220411|142|20221231|168|20230425|179|20231231|190|20240520|184|20241231|151|20250610|126|||||||
1000005172|20210514|8|20211231|7|20220428|7|20230420|7|20231231|7|20240617|10|20241231|9|20250619|9|||||||
1000005175|20211231|21|20220801|20|||||||||||||||||||
1000008658|20210430|104|20211231|104|20220524|109|20221231|112|20230531|116|20231231|96|20240430|98|||||||||
1000007963|20211231|21|20230227|19|||||||||||||||||||
1000008661|20221231|11|20230823|15|20241231|16|20250616|16|||||||||||||||
1000021616|20210908|6|20220614|6|20221231|5|20230407|6|20231231|4|20240620|4|20241231|5|20250605|5|||||||
1000005193|20211231|11|20221231|12|||||||||||||||||||
1000015247|20241231|5|20250414|5|||||||||||||||||||
1000010793|20211231|8|20220331|7|20221231|8|20230630|9|20231231|9|20240617|10|20241231|10|20250609|11|||||||
1000009908|20210331|11|20211231|13|20220329|13|20221231|10|20230405|10|||||||||||||
1000022180|20210602|18|20211231|24|20220621|28|20231231|31|20240611|29|20241231|31|20250605|28|||||||||
1000020842|20221231|28|20230605|32|20241231|45|20260119|35|||||||||||||||
1000005196|20211231|10|20231231|11|20240222|10|20240416|8|20241231|7|20250415|7|||||||||||
1000008662|20210726|12|||||||||||||||||||||
1000015404|20221231|18|20230731|16|20231231|13|20240802|13|||||||||||||||
1000024225|20210331|26|20211231|32|20220331|36|20221231|32|20230331|33|20231231|42|20240331|46|20241231|30|20250408|40|20251231|34|20260408|47|
1000005205|20210406|7|20211231|7|20220504|7|||||||||||||||||
1000013738|20210504|7|20221231|8|20230508|8|20241231|8|20250430|12|||||||||||||
1000014064|20210302|7|20211231|7|20220317|8|20221231|9|20230314|9|20231231|12|20240312|13|20241231|12|20250312|14|20251231|12|20260312|14|
1000023787|20210713|15|||||||||||||||||||||
1000007008|20210331|115|20211231|83|20220328|108|||||||||||||||||
1000024689|20211231|31|20220526|35|||||||||||||||||||
1000005213|20210412|5|||||||||||||||||||||
1000005215|20210325|5|20211231|6|20220324|5|20221231|7|20230327|7|20231231|10|20240326|12|20241231|12|20250325|14|20250930|18|20251231|26|
1000005216|20241231|26|20250428|30|||||||||||||||||||
1000022012|20221231|3|20230331|3|||||||||||||||||||
1000007010|20210615|16|20221231|19|20230602|17|20231231|16|20240611|17|20241231|15|20250611|18|||||||||
1000005217|20211231|37|20220728|50|||||||||||||||||||
1000022792|20211008|8|20211231|8|20220609|8|20221231|8|20230531|9|20240611|10|20241231|9|20250611|10|||||||
1000015605|20221231|0|20230829|2|||||||||||||||||||
1000015250|20210331|5|20211231|5|20220331|5|20221231|5|20230331|5|||||||||||||
1000021618|20210407|34|20211231|25|20220418|22|20221231|24|20230414|21|20231231|18|20240415|17|20241231|16|20250411|15|20251231|13|20260414|13|
1000022684|20210530|8|20211231|8|20220608|10|20221231|9|20230608|11|20231231|12|20240624|11|20241231|10|20250530|10|||||
1000021279|20211231|3|20230228|2|||||||||||||||||||
1000005227|20210405|20|20211231|19|20220330|18|20221231|8|||||||||||||||
1000013970|20231231|1|20241021|1|20241231|3|20250630|3|||||||||||||||
1000022181|20210428|16|20211231|20|20220516|21|||||||||||||||||
1000008668|20210325|17|20210930|17|20231231|26|20240613|26|20241231|28|20250512|20|20251231|28|20260427|28|||||||
1000029378|20210729|9|20211231|9|20220801|9|20221231|9|20230707|11|20231231|9|20240614|8|20241231|9|20251222|9|||||
1000015253|20220330|18|||||||||||||||||||||
1000008345|20251231|82|20260331|84|||||||||||||||||||
1000007011|20231231|5|20240502|5|||||||||||||||||||
1000005232|20211231|99|20220930|83|||||||||||||||||||
