V_BZNO|1_ST_DT|1_ED_DT|1_CRI_GRDNM|2_ST_DT|2_ED_DT|2_CRI_GRDNM|3_ST_DT|3_ED_DT|3_CRI_GRDNM|4_ST_DT|4_ED_DT|4_CRI_GRDNM|5_ST_DT|5_ED_DT|5_CRI_GRDNM|6_ST_DT|6_ED_DT|6_CRI_GRDNM|7_ST_DT|7_ED_DT|7_CRI_GRDNM|
가상_사업자번호|등급적용시작일자 _2020|등급적용종료일자 _2020|CRI등급_2020|등급적용시작일자 _2021|등급적용종료일자 _2021|CRI등급_2021|등급적용시작일자 _2022|등급적용종료일자 _2022|CRI등급_2022|등급적용시작일자 _2023|등급적용종료일자 _2023|CRI등급_2023|등급적용시작일자 _2024|등급적용종료일자 _2024|CRI등급_2024|등급적용시작일자 _2025|등급적용종료일자 _2025|CRI등급_2025|등급적용시작일자 _2026|등급적용종료일자 _2026|CRI등급_2026|
1000014954|20200821|20210428|BBB-|20210428|20220330|BB0|20220330|20230419|CCC+|20240501|20241126|B-|20241126|20250418|B0|20250418|20260509|B0|20260509|20280101|B0|
1000014955|20200414|20210422|B-|20210422|20220422|CCC+|20220422|20230419|B0|20230419|20240416|B+|20250403|20250429|BB-|20250429|20260412|BB-|20260412|20280101|BB+|
1000014956|20220618|20220818|B-|20230407|20230418|B+|20240622|20241103|BB+|20241103|20250603|BBB-|20250603|20260410|BB+|20260410|20280101|BBB-||||
1000014957|20200512|20210417|BB-|20210417|20220413|B+|20240101|20240611|CCC+|20240611|20250524|B+|20250524|20260411|BB+|20260411|20280101|BBB-||||
1000014958|20200425|20210504|B0|20230511|20230614|B0|20230614|20240417|B+|20240417|20250413|B0|20250413|20260414|BB0|20260414|20280101|BB+||||
1000014959|20210101|20210423|CCC+|20220622|20220818|CCC+|20230119|20230415|B0|20240921|20240925|B-|20250101|20250513|CCC+|20250513|20260203|CCC0|20260203|20270101|CCC+|
1000014960|20220416|20220526|B-|20220526|20230516|B0|20230516|20240528|B+|20240528|20250514|B0|20250514|20260429|B-|20260429|20280101|B+||||
1000014961|20210101|20210408|CCC+|20210408|20221202|BB+|20221202|20230419|BB0|20230419|20240405|BB+|20240405|20250415|BB-|20250415|20260404|B+|20260404|20280101|BB+|
1000014962|20210101|20210521|CCC+|20210521|20220622|B+|20220622|20230621|B+|20230621|20240425|BB-|20250301|20250618|BB0|20250618|20260420|BB0|20260420|20270101|BB-|
1000014963|20210101|20220611|CCC+|20220611|20230602|B-|20230602|20240920|B-|20260101|20260308|CCC+|20260308|20270101|CCC0|||||||
1000014964|20180101|20230707|CCC+|20250101|20250710|CCC+|20250710|20260428|BB+|20260428|20280101|BB+||||||||||
1000014965|20210313|20210617|B0|20210617|20220415|B0|20220415|20230315|B-|20230315|20240806|BB-|20240806|20250418|B+|20250418|20260503|BB-|20260503|20280101|B+|
1000014966|20200428|20210323|CCC0|20210323|20220421|B+|20220421|20230419|BB-|20230419|20240419|BB-|20240419|20250415|BB-|20250415|20260414|B+|20260414|20280101|BB0|
1000014967|20200101|20231102|CCC+|20250101|20250417|CCC+|20250417|20270101|BBB-|||||||||||||
1000014968|20201113|20210425|B0|20210425|20220423|BB+|20220423|20230425|BBB-|20230425|20240419|BB+|20240419|20250414|BB0|20250414|20260417|BB+|20260417|20280101|BB+|
1000014969|20200417|20210602|BB0|20210602|20220615|BB0|20220615|20230524|BB0|20230524|20240712|BB+|20260101|20260411|CCC+|20260411|20280101|BB-||||
1000014970|20200821|20210608|B+|20220818|20221118|BB-|20221118|20230722|BB0|20240903|20241018|BB+|20250712|20250813|BB+|20250813|20260417|B+|20260417|20280101|B+|
1000014971|20200409|20210428|CCC+|20210428|20220420|CCC+|20220420|20230418|CCC+|20230418|20240414|CCC+|20240414|20250426|CCC+|20250426|20260415|CCC+|20260415|20280101|CCC+|
1000014972|20200528|20210515|BBB-|20210515|20220520|B0|20220520|20240101|BBB-|||||||||||||
1000014973|20160101|20260414|CCC+|20260414|20280101|BBB0||||||||||||||||
1000014974|20200512|20210714|BB+|20210714|20220430|BBB-|20220430|20230524|CCC+|20230524|20240813|CCC+|20240813|20250402|CC+|20250402|20260402|CCC+|20260402|20280101|BB-|
1000014975|20200718|20210518|B-|20210518|20220417|B+|20220417|20230421|B+|20230421|20240413|BB-|20240413|20250418|BB+|20250418|20260501|BB-|20260501|20280101|B+|
1000014976|20200423|20210408|BB+|20210408|20220420|BB0|20220420|20230415|BB+|20230415|20240406|BBB-|20240406|20250418|BB0|20250418|20260404|BBB-|20260404|20280101|BB+|
1000014977|20200416|20210418|BBB0|20210418|20220422|BBB+|20220422|20230421|BBB0|20230421|20240416|BBB0|20240416|20250419|BBB-|20250419|20260412|BBB0|20260412|20280101|BBB+|
1000014978|20190101|20210430|CCC+|20210430|20230101|B+|20230101|20251114|CCC+|20251114|20270101|BB0||||||||||
1000014979|20200507|20210521|B+|20210521|20220309|B+|20240101|20240814|CCC+|20250503|20250610|B+|20250610|20260503|B+|20260503|20280101|BB-||||
1000014980|20200408|20210325|BB+|20210325|20220421|B+|20220421|20230420|B0|20230420|20240419|BB-|20240419|20250417|BB-|20250417|20260509|BB-|20260509|20280101|BB-|
1000014981|20200101|20220622|CCC+|20220622|20230713|B+|20230713|20240718|BB0|20240718|20250101|BB+||||||||||
1000014982|20200430|20210422|B-|20210422|20220429|B-|20220429|20230426|CCC+|20230426|20240425|B-|20240425|20250424|B-|20250424|20260508|B-|20260508|20280101|B-|
1000014983|20210713|20211218|BB0|20220618|20221218|BBB0|20230706|20231218|BB0|20231218|20240724|BB+|20240724|20250603|BBB-|20250603|20270101|BBB-||||
1000014984|20210101|20210813|CCC+|20210813|20220505|BB+|20220505|20230830|BB+|20230830|20240612|B+|20240612|20250806|BB-|20250806|20270101|BBB-||||
1000014986|20200806|20210514|BBB-|20220517|20220819|BBB0||||||||||||||||
1000014987|20200626|20210603|BBB0|20220420|20220513|BBB0|20230403|20230523|BBB0|20230523|20240522|BBB+|20240522|20250513|BBB+|20250513|20260505|A0|20260505|20280101|BB+|
1000014988|20220101|20220505|CCC+|20220505|20230412|BB+|20250101|20251119|CCC+|20251119|20260415|B+|20260415|20280101|B-|||||||
1000014989|20200729|20210828|BB-|20210828|20220828|BB-|20240101|20240715|CCC+|20240715|20250101|BB0||||||||||
1000014990|20200416|20210425|BBB0|20210425|20220420|BBB+|20220420|20230415|BBB+|20240912|20240928|CCC+|20240928|20250413|BB+|20250413|20260415|BB0|20260415|20280101|BB-|
1000014991|20201205|20210625|CCC+|20210625|20220614|CCC+|20230429|20230518|B+|20241107|20241108|B-|20250108|20250410|B0|20250410|20260410|CCC+|20260410|20280101|B-|
1000014992|20200527|20210430|BB-|20210430|20220420|BB-|20220420|20230516|BB0|20230516|20240613|BBB0|20250429|20250916|BB+|20250916|20270101|BBB-||||
1000014993|20210101|20220730|CCC+|20230519|20230818|B+|20240319|20240724|B+|20240724|20250610|B-|20250610|20260502|B0|20260502|20280101|BB-||||
1000014994|20200620|20210508|BBB0|20230101|20230405|CCC+|20230405|20240101|BBB0|||||||||||||
1000014995|20210101|20220519|CCC+|20220519|20230511|B0|20230511|20240508|B+|20240508|20250613|B+|20250613|20260512|BB0|20260512|20280101|BB0||||
1000014996|20210428|20210502|BB0|20210502|20220421|B+|20220421|20230420|BB0|20230420|20240417|BB0|20240417|20251023|B0|20251023|20260124|B+|20260124|20270101|BB-|
1000014997|20220118|20220531|BB0|20230919|20231218|BB+|20240719|20241020|BB-|20250424|20251129|BB-|20251129|20260429|BB0|20260429|20280101|BB0||||
1000014998|20200425|20210429|BB0|20230101|20230428|CCC+|20230428|20240427|B+|20240427|20250429|BB-|20260218|20260428|BB+|20260428|20280101|BB0||||
1000014999|20210403|20210407|B+|20220527|20220610|B+|20220610|20230412|B0|20240517|20241031|B+|20250117|20251024|CCC+|||||||
1000015000|20210101|20210519|CCC+|20220318|20220511|B+|20220511|20230907|B0|20230907|20241022|B0|20241022|20250424|B-|20250424|20260422|B0|20260422|20280101|B-|
1000015001|20130731|20240906|CCC+|20250213|20250627|B+|20250627|20270101|BB+|||||||||||||
1000015002|20200417|20210428|BB+|20210428|20220423|BB-|20220423|20230426|BB-|20230426|20240420|BB+|20240420|20250417|BB-|20250417|20260412|BB-|20260412|20280101|BB+|
1000015003|20220420|20220421|B+|20220421|20230415|BB-|20230415|20240417|BB-|20240417|20250429|B0|20250429|20270101|B-|||||||
1000015004|20210101|20210529|BB0|20210529|20220611|BB+|20220611|20240101|BBB-|||||||||||||
1000015005|20210101|20210108|CCC+|20220226|20220805|B0|20220805|20230524|B+|20240927|20241107|B-|20250202|20250605|CCC0|20250605|20270101|CCC-||||
1000015006|20200626|20210327|BB+|20210327|20220403|CCC+|20230623|20230912|B+|||||||||||||
1000015007|20210211|20211118|B0|20220603|20220618|B-|20240709|20240710|B0|20250318|20250417|B0|20250417|20260503|B-|20260503|20280101|B-||||
1000015008|20220101|20220125|CCC+|20220125|20230101|B+|20230101|20240809|CCC+|20240809|20250610|BB0|20250610|20260503|BB+|20260503|20280101|BBB-||||
1000015009|20260320|20260410|B0|20260410|20280101|BB-||||||||||||||||
1000015010|20220526|20220608|BBB0|20220608|20230603|BBB+|20230603|20240517|BB-|20240517|20250423|BB0|20250423|20270101|BB+|||||||
1000015011|20210101|20210603|CCC+|20210603|20220615|BB0|20220615|20230623|BB+|20230623|20240407|BB-|20240407|20250611|BB+|20250611|20260512|BBB-|20260512|20280101|BBB-|
1000015012|20220101|20220604|CCC+|20220604|20240101|CCC-||||||||||||||||
1000015013|20150101|20250430|CCC+|20250430|20260407|BB-|20260407|20270101|BB0|||||||||||||
1000015014|20150101|20210713|CCC+|20210713|20221101|CCC+|20221101|20230610|BB0|20230610|20240612|B0|20240612|20250406|CCC+|20250406|20260417|BB-|20260417|20280101|B-|
1000015015|20220101|20220621|CCC+|20220621|20230505|B+|20230505|20250101|B+|20250101|20260322|CCC+|20260322|20270101|B-|||||||
1000015016|20200519|20210422|BB0|20210422|20220330|BB0|20220330|20230416|BB0|20230416|20240410|BB+|20240410|20250321|BB-|20250321|20260410|BB-|20260410|20280101|BB0|
1000015017|20200919|20211017|B0|20220101|20220112|CCC-||||||||||||||||
1000015018|20180101|20220823|CCC+|20230222|20230303|BBB0|20240701|20240925|CCC+|20250701|20251113|CCC+|20251113|20270701|BB0|||||||
1000015019|20200411|20210513|B+|20220427|20220511|BB-|20220511|20230419|BB0|20230419|20240508|BB-|20240508|20250410|BB0|20250410|20260502|BB0|20260502|20280101|BB+|
1000015020|20190101|20210604|CCC+|20210604|20220429|B0|20220429|20230608|BB-|20250101|20250402|CCC+|20250402|20270101|BB+|||||||
1000015021|20200527|20210417|B+|20210417|20220418|B+|20220418|20230407|BB0|20230407|20240410|BB+|20240410|20250410|BBB-|20250410|20260411|BB+|20260411|20280101|BB+|
1000015022|20220212|20220917|B+|20220917|20230504|B0|20230504|20240413|BB-|20240413|20250326|BB-|20250326|20260410|B+|20260410|20280101|B+||||
1000015023|20200414|20210527|BB+|20210527|20220504|B+|20220504|20230519|B+|20230519|20240430|B+|20240430|20250426|B+|20250426|20260424|BB-|20260424|20280101|BB-|
1000015024|20200416|20210501|CCC+|20210501|20220423|B0|20220423|20230419|CCC+|20230419|20240419|CCC+|20240419|20250428|CC+|20250428|20270101|C+||||
1000015025|20200414|20210423|CCC+|20210423|20220514|CCC+|20220514|20230513|CCC+|20230513|20240626|CCC+|20240626|20250418|CCC+|20250418|20260509|CCC+|20260509|20280101|B+|
1000015026|20200901|20210528|BBB0|20210528|20220614|BBB+|20220614|20230610|BBB0|20230610|20240628|BBB-|20240628|20250606|BBB0|20250606|20260423|BBB0|20260423|20280101|BBB0|
1000015027|20210311|20210629|CCC+|20220203|20220701|B-|20230703|20230729|B+|20230729|20240703|BB-|20250101|20250618|CCC+|20250618|20270101|CCC+||||
1000015028|20210101|20240110|CCC+|20250325|20250917|BB0|20250917|20270101|BB0|||||||||||||
1000015029|20210429|20210702|BB+|20220623|20221005|BB-|20221005|20230401|B+|20230401|20240403|BB0|20240403|20250327|BB0|20250327|20260326|B+|20260326|20280101|BB0|
1000015030|20210514|20210701|B-|20210701|20220507|B0|20220507|20230503|B0|20230503|20240426|BB-|20240426|20250409|B0|20250409|20260410|BBB-|20260410|20280101|BB+|
1000015031|20150101|20220519|CCC+|20220519|20230412|CCC-|20230412|20240410|CCC0|20240410|20260101|CCC+||||||||||
1000015032|20210513|20210519|B-|20210519|20220814|B0|20220814|20230101|B+|20230101|20240702|CCC+|20250101|20250314|CCC+|20260101|20260312|CCC+|20260312|20270101|CCC0|
1000015033|20201110|20210406|BBB0|20210406|20220721|BBB0|20220721|20240101|BBB0|20240101|20251111|CCC+|20251111|20260416|BB-|20260416|20280101|BB-||||
1000015034|20200527|20210612|BB-|20210612|20220430|BB0|20230912|20230914|BB-|20230914|20240418|BB0|20240418|20250412|BBB-|20250412|20260502|BBB0|20260502|20280101|BBB0|
1000015035|20210101|20210121|CCC+|20220716|20220721|CCC0|20230319|20230713|CCC0|20230713|20240101|CCC-||||||||||
1000015036|20220406|20220512|BB0|20220512|20230623|BB0|20230623|20240828|B0|20251001|20251118|CCC+|20251118|20270101|CCC-|||||||
1000015037|20210805|20211218|BBB0|20220618|20220826|BB+|20220826|20230826|B0|20240118|20240425|BB+|20240425|20250509|B-|20250509|20270101|BB0||||
1000015038|20200101|20220511|CCC+|20240101|20240529|CCC+|20240529|20260101|BB+|||||||||||||
1000015039|20210702|20210710|B+|20210710|20220524|BB-|20220524|20240101|B0|||||||||||||
1000015040|20200507|20210424|BB0|20210424|20220416|BB0|20220416|20230426|BB0|20241008|20241207|B0|20241207|20250427|CCC+|20250427|20270101|C+||||
1000015041|20200416|20210423|BB-|20210423|20220423|B+|20220423|20230416|BB0|20230416|20240407|B0|20240407|20250412|B+|20250412|20260414|BB0|20260414|20280101|B+|
1000015042|20200401|20210501|BBB-|20210501|20220427|BBB-|20220427|20230421|BBB-|20230421|20240515|BBB0|20240515|20250428|BBB-|20250428|20260415|B+|20260415|20280101|BB-|
1000015043|20211109|20211208|BBB-|20211208|20221216|BB0|20221216|20230915|BBB-|20230915|20241121|BBB-|20241121|20250415|BB0|20250415|20260509|BB0|20260509|20280101|BB-|
1000015044|20201030|20210428|BB0|20220219|20220512|BBB-|20220512|20230425|BB+|20230425|20240416|BBB-|20240416|20260101|BBB-|||||||
1000015045|20200101|20210312|CCC+|20210312|20220101|B+|20240907|20241010|BB0|20241010|20250416|BB-|20250416|20260415|BB+|20260415|20280101|B+||||
1000015046|20200515|20210619|CCC+|20210619|20230101|CCC+|20230101|20250729|CCC+|20250729|20260512|CCC+|20260512|20280101|CCC+|||||||
1000015047|20220101|20220601|CCC+|20220601|20230823|B0|20230823|20240808|B+|20240808|20250605|B-|20250605|20260412|B+|20260412|20280101|B0||||
1000015048|20210101|20230609|CCC+|20230609|20240621|BBB0|20240621|20260101|BBB0|||||||||||||
1000015049|20200416|20210422|B+|20210422|20220419|B+|20220419|20230416|BB0|20230416|20240418|BB-|20240418|20250501|BB-|20250501|20260415|BB0|20260415|20280101|BB0|
1000015050|20200423|20210424|BB-|20210424|20220418|B-|20230424|20231124|B+|||||||||||||
1000015051|20210527|20210528|BBB-|20210528|20220407|A-|20220407|20230101|A0|20230101|20260501|CCC+|20260501|20280101|BBB-|||||||
1000015052|20200604|20210603|B+|20210603|20220624|B0|20220624|20230422|B0|20230422|20240529|B0|20240529|20250515|B0|20250515|20260418|B0|20260418|20280101|B-|
1000015053|20200101|20210511|CCC+|20210511|20220702|BB-|20220702|20230526|B+|20230526|20240604|B0|20240604|20250812|CCC+|20250812|20270101|B-||||
1000015054|20200410|20210407|BB-|20210407|20221019|BB-|20221019|20230421|BB-|20230421|20240709|BB-|20240709|20250508|BB0|20250508|20260421|BB-|20260421|20280101|BB-|
1000015055|20160101|20210513|CCC+|20210513|20220628|B0|20220628|20230525|BB-|20240319|20240531|B0|20240531|20250517|B0|20250517|20270101|B+||||
1000015056|20240319|20240524|BBB-|20240524|20250719|BBB0|20250719|20270101|BB+|||||||||||||
1000015057|20200613|20210622|BBB0|20220403|20220531|BBB+|20230319|20230727|A-|20230727|20240703|BBB+|20240703|20250419|BBB+|20250419|20270101|BBB+||||
1000015058|20200905|20220101|BB-|20220101|20230426|CCC+|20230426|20240818|BB0|20260101|20260430|CCC+|20260430|20280101|B0|||||||
1000015059|20130626|20250305|CCC+|20260101|20260415|CCC+|20260415|20280101|BB0|||||||||||||
1000015060|20200507|20210423|B+|20210423|20220420|CCC+|20230415|20230614|B0|20230614|20240420|CCC+|20240420|20250311|C+|||||||
1000015061|20200527|20210512|B+|20210512|20220619|B-|20220619|20231206|B0|20250101|20251203|CCC+|20251203|20260424|BB+|20260424|20280101|BB+||||
1000015062|20200616|20220101|B+|20220101|20240907|CCC+|20250610|20251017|B0|20251017|20260512|B+|20260512|20280101|B0|||||||
1000015063|20200908|20210419|B+|20210419|20220412|BB+|20220412|20230406|BB+|20230406|20240416|BB0|20240416|20250417|BB0|20250417|20260426|BB+|20260426|20280101|BB+|
1000015064|20200409|20210423|BB0|20210423|20220405|B+|20220405|20230413|BB-|20230413|20240405|BB0|20240405|20250403|B+|20250403|20260414|BB-|20260414|20280101|B+|
1000015065|20210101|20220409|CCC+|20220409|20230415|B0|20230415|20240415|BB-|20240415|20250417|BBB-|20250417|20270101|BBB0|||||||
1000015066|20220222|20221209|B0|20221209|20230421|BB+|20230421|20240407|BB-|20240407|20250603|BBB-|20250603|20260503|BBB0|20260503|20280101|BBB+||||
1000015067|20220101|20220422|CCC+|20220422|20230420|B0|20250426|20250529|B-|20250529|20260423|B0|20260423|20280101|B-|||||||
1000015068|20200611|20210406|BBB-|20210406|20220507|B+|20220507|20230504|BB0|20230504|20240518|BB-|20250802|20250928|BBB-|20250928|20270101|CCC+||||
1000015069|20210101|20210415|CCC+|20220309|20220414|BB-|20220414|20230411|BB-|20230411|20240412|BB0|20240412|20250410|BB+|20250410|20260504|BB0|20260504|20280101|BBB-|
1000015070|20200826|20210417|B0|20210417|20220428|CCC+|20240101|20240427|CCC+|20260203|20260412|B+|20260412|20280101|B-|||||||
1000015071|20200623|20211107|CCC+|20211107|20220616|B+|20220616|20240101|CC+|20240101|20260108|CCC+|20260108|20270101|CCC0|||||||
1000015072|20160623|20220531|CCC+|20220531|20240101|B+||||||||||||||||
1000015073|20210604|20210729|CCC-|20210729|20221228|CC+|20221228|20230513|CCC-|20240503|20240514|CCC0|20240514|20250430|CCC+|20250430|20270101|CCC+||||
1000015074|20200416|20210418|BB0|20220407|20220419|BB-|20220419|20230223|B0|20230223|20240413|B+|20240413|20250321|B0|20250321|20260413|B+|20260413|20280101|B+|
1000015075|20200415|20210423|CCC+|20210423|20220329|CCC+|20220329|20230419|B-|20230419|20240414|B0|20240414|20250430|BB-|20250430|20260413|B-|20260413|20280101|B0|
1000015076|20201119|20210617|B+|20220623|20220719|B+|20220719|20230603|BB-|20240614|20240718|B0|20240718|20260101|B+|||||||
1000015077|20220101|20220503|CCC+|20220503|20231222|B-|20231222|20240615|B-|20250816|20250829|CCC+|20250829|20260503|CCC0|20260503|20280101|CCC0||||
1000015078|20210414|20211008|B0|20211008|20220615|B+|20220615|20230608|BB+|20230608|20240530|BB+|20240530|20250531|BB0|20250531|20260421|BB0|20260421|20280101|BB0|
1000015079|20210101|20210114|CCC+|20220108|20221221|B+|20221221|20240101|BB-|20240101|20250614|CCC+|20250614|20270101|B+|||||||
1000015080|20200708|20210701|B+|20221217|20221222|CCC+|20221222|20231218|B-|20240101|20240528|CCC+|20250527|20250718|BB0|20250718|20270101|BB-||||
1000015081|20210101|20210217|CCC+|20220101|20220430|CCC+|20220430|20230906|B+|20230906|20240525|BB-|20240525|20250501|B+|20250501|20270101|B+||||
1000015082|20220108|20220427|B0|20240101|20240703|CCC+|20240703|20250527|B+|20250527|20270101|B-||||||||||
1000015083|20200422|20210710|B+|20210710|20220908|B0|20220908|20230505|BB-|20250101|20250419|CCC+|20250419|20260417|BB0|20260417|20280101|BB-||||
1000015084|20200522|20210616|BB-|20210616|20220503|BB+|20240101|20240905|CCC+|20250101|20250718|CCC+|20250718|20260418|B+|20260418|20280101|BB-||||
1000015085|20200603|20210812|B+|20210812|20220609|B+|20220609|20230512|BB-|20230512|20240426|BB0|20240426|20250605|BB0|20250605|20260424|BB0|20260424|20280101|BB0|
1000015086|20200411|20210415|B-|20220406|20220816|B+|20220816|20230420|BB-|20230420|20240418|BB0|20240418|20250418|BB-|20250418|20260411|BB-|20260411|20280101|B+|
1000015087|20220101|20220111|CCC+|20220111|20230101|BB+|20230101|20240820|CCC+|20260101|20260411|CCC+|20260411|20280101|BB-|||||||
1000015088|20210101|20240116|CCC+|20240116|20250101|BB-||||||||||||||||
1000015089|20210101|20210116|CCC+|20220118|20220430|B+|20220430|20230621|BB0|20250117|20250617|B+|20250617|20270101|B0|||||||
1000015090|20211014|20211015|CC+|20211015|20230318|CCC+|20240112|20240905|CCC+|20250101|20250610|CCC+|20250610|20260421|B+|20260421|20280101|B+||||
1000015091|20210623|20210707|BB+|20210707|20220616|BBB0|20220616|20230614|BBB0|20230614|20240612|BBB+|20240612|20250508|BBB0|20250508|20270101|BBB+||||
1000015092|20200603|20210605|BBB0|20210605|20220512|BBB0|20220512|20230523|B-|20230523|20240613|BBB-|20240613|20250502|BBB-|20250502|20260511|B0|20260511|20280101|BBB-|
1000015093|20200620|20210416|BBB-|20210416|20220408|BB+|20220408|20230510|B-|20230510|20240410|BB-|20240410|20250405|B-|20250405|20260404|BB-|20260404|20280101|B-|
1000015094|20200805|20210410|B-|20210410|20221026|B0|20221026|20230603|B+|20230603|20240711|B0|20240711|20250517|B+|20250517|20260412|B-|20260412|20280101|B-|
1000015095|20210115|20210528|B-|20210528|20220510|B+|20220510|20230609|B-|20230609|20240630|BB-|20240630|20250417|BB0|20250417|20260419|B0|20260419|20280101|B0|
1000015096|20220225|20220818|BB+|20220818|20230822|BB+|20230822|20240419|BB-|20240419|20250427|BB-|20250427|20260417|BB0|20260417|20280101|BB0||||
1000015097|20200616|20210513|B-|20210513|20220528|CCC+|20220528|20240101|CCC0|20240101|20250625|CCC+|20250625|20270101|CCC0|||||||
1000015098|20200408|20210423|B-|20220423|20220816|BBB-|20220816|20230419|BBB0|20230419|20240628|B0|20240628|20260101|B+|||||||
1000015099|20200528|20210427|BB-|20210427|20220413|B-|20220413|20230426|B0|20230426|20240515|BB0|20240515|20250415|BBB-|20250415|20260413|B0|20260413|20280101|B-|
1000015100|20200101|20250411|CCC+|20250411|20270101|B-||||||||||||||||
1000015101|20210112|20210512|B+|20210512|20220512|B0|20230218|20230715|CCC0|20230715|20240612|CCC0|20240612|20250517|CCC+|20250517|20270101|CC+||||
1000015102|20200422|20210414|B+|20210414|20220426|BB-|20220426|20230426|BB-|20230426|20240611|BB0|20240611|20250603|BB-|20250603|20260423|BB0|20260423|20280101|BBB-|
1000015103|20210422|20210715|BB0|20220416|20220902|BB0|20220902|20230422|BB+|20230422|20240418|BB0|20240418|20250417|BB0|20250417|20260415|BB-|20260415|20280101|BB-|
1000015104|20200416|20210413|BB0|20210413|20220608|BB-|20220608|20230615|BBB0|20250101|20250403|CCC+|20250403|20260417|B-|20260417|20280101|BB-||||
1000015105|20210731|20211218|B-|20220414|20221113|B0|20230211|20230412|B0|20250101|20250211|CCC+|20250211|20260101|B-|||||||
1000015106|20210101|20210601|CCC+|20210601|20220712|B0|20220712|20230614|B+|20230614|20240522|B+|20240522|20250118|BB-|20250118|20260101|BB0||||
1000015107|20200415|20210427|BB0|20210427|20220430|BB+|20220430|20230513|BBB-|20230513|20240415|BBB0|20240415|20250426|BBB0|20250426|20260429|BBB+|20260429|20280101|BBB+|
1000015108|20230330|20230427|BBB-|20250101|20250523|CCC+|20250523|20260418|BB0|20260418|20280101|BB+||||||||||
1000015109|20200716|20210721|CCC+|20210721|20220721|B-|20220721|20230614|B0|20230614|20240628|BB-|20240628|20250513|B-|20250513|20260429|B-|20260429|20280101|B0|
1000015110|20220107|20220319|BB-|20220319|20230101|BB0|20230101|20250409|CCC+|20250409|20270101|BB+||||||||||
1000015111|20210513|20210803|CCC-|20220614|20221003|CCC-|20221003|20230815|CCC+|20230815|20240101|C+||||||||||
1000015112|20210313|20210527|B0|20210527|20221103|B+|20230215|20230504|B0|20230504|20240416|B+|20240416|20250410|B+|20260222|20260329|CCC+|20260329|20270101|CCC0|
1000015113|20230810|20231102|CCC-|20231102|20240906|C+|20240906|20250101|C+|||||||||||||
1000015114|20200415|20210424|B0|20210424|20220422|BB-|20220422|20230513|BB0|20230513|20240416|BB-|20240416|20250420|BB-|20250420|20260418|BB-|20260418|20280101|BB0|
1000015115|20200528|20210515|BB0|20210515|20220520|BB0|20220520|20230527|BB0|20230527|20240511|BBB-|20240511|20250513|BB+|20250513|20270101|BB+||||
1000015116|20200910|20211109|CCC+|20211109|20221026|B0|20230207|20230602|BB-|20230602|20240604|B-|20240604|20250603|B-|20250603|20260418|B+|20260418|20280101|B+|
1000015117|20201119|20210617|BB0|20210617|20220621|B+|20220621|20230412|BB-|20230412|20240426|BB0|20240426|20250618|BB+|20250618|20270101|BB+||||
1000015118|20200428|20210423|B+|20210423|20220421|B-|20220421|20230420|B-|20230420|20240416|B0|20240416|20250417|B+|20250417|20260504|B0|20260504|20280101|B-|
1000015119|20200414|20210425|B0|20210425|20220421|B-|20230203|20230422|B0|20240419|20241207|B-|20241207|20260101|CCC+|||||||
1000015120|20220218|20220512|BB-|20220512|20240101|B+|20250314|20250513|BB0|20250513|20270101|B+||||||||||
1000015121|20220405|20220510|CCC+|20220510|20230505|B-|20230505|20241012|B+|20250522|20250903|B0|20250903|20260403|B+|20260403|20270101|B0||||
1000015122|20200905|20211109|BB0|20211109|20220101|BB+|20220101|20240419|CCC+|20240419|20250530|BB0|20250530|20270101|BBB+|||||||
1000015123|20210101|20240424|CCC+|20240424|20250418|BBB0|20250418|20260414|BB0|20260414|20280101|B+||||||||||
1000015124|20200416|20210416|B+|20210416|20220417|B+|20220417|20230426|B+|20230426|20240405|B0|20240405|20250419|B+|20250419|20260412|B+|20260412|20280101|B+|
1000015125|20150516|20210127|CCC+|20210127|20220101|BBB0|20220101|20230610|CCC+|20240518|20240521|B+|20240521|20250814|BB-|20250814|20270101|BB-||||
1000015126|20151023|20210403|CCC+|||||||||||||||||||
1000015127|20200923|20210610|B-|20220422|20220424|BB-|20230411|20230416|BB+|20230416|20240414|BB+|20240414|20250429|BB+|20250429|20270101|BB0||||
1000015128|20200528|20210821|BB-|20210821|20221014|BB-|20221014|20230718|B+|20230718|20240101|BB-||||||||||
1000015129|20200603|20210518|BB+|20210518|20220517|BB+|20220517|20230404|B+|20230404|20240403|B+|20240403|20250523|B+|20250523|20260503|B+|20260503|20280101|B-|
1000015130|20220323|20220409|B+|20230403|20230414|B0|20240512|20240727|B-|20240727|20260101|CCC+||||||||||
1000015131|20200320|20210225|BB+|20210225|20220324|BB0|20220324|20230216|BB-|20230216|20240313|BB0|20240313|20250212|BB+|20250212|20260224|BB-|20260224|20271001|BBB-|
1000015132|20210413|20210417|BB0|20220503|20221218|B+|20221218|20240101|BB-|20240101|20260411|CCC+|20260411|20280101|BB-|||||||
1000015133|20200416|20210414|B-|20210414|20220405|CCC+|20220405|20230412|CCC0|20230412|20240414|B0|20240414|20250402|B0|20250402|20270101|B+||||
1000015134|20200411|20220101|B-|20220101|20251105|CCC+|20251105|20270101|BBB-|||||||||||||
1000015135|20200922|20210111|B+|20210111|20220101|BB-|20230609|20230822|BB+|20250101|20250411|CCC+|20250411|20270101|B-|||||||
